FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree
6097153102,"Census Tract 1531.02, Sonoma County, California","Census Tract 1531.02, Sonoma County, California",6,97,153102,5305,3029,1196,964,624,131,104,10,0
6097153103,"Census Tract 1531.03, Sonoma County, California","Census Tract 1531.03, Sonoma County, California",6,97,153103,5150,2986,1063,873,768,128,116,9,29
6097153104,"Census Tract 1531.04, Sonoma County, California","Census Tract 1531.04, Sonoma County, California",6,97,153104,4369,2291,1120,558,345,204,64,0,0
6097153200,"Census Tract 1532, Sonoma County, California","Census Tract 1532, Sonoma County, California",6,97,153200,8202,4988,1008,1513,1731,508,212,16,0
6097153300,"Census Tract 1533, Sonoma County, California","Census Tract 1533, Sonoma County, California",6,97,153300,11483,7336,1654,1556,2596,1088,293,137,12
6097153401,"Census Tract 1534.01, Sonoma County, California","Census Tract 1534.01, Sonoma County, California",6,97,153401,6507,5000,320,961,1630,1346,467,161,115
6097153403,"Census Tract 1534.03, Sonoma County, California","Census Tract 1534.03, Sonoma County, California",6,97,153403,4082,3167,229,530,1151,664,442,127,24
6097153404,"Census Tract 1534.04, Sonoma County, California","Census Tract 1534.04, Sonoma County, California",6,97,153404,4383,3405,173,686,1085,922,393,110,36
6097153501,"Census Tract 1535.01, Sonoma County, California","Census Tract 1535.01, Sonoma County, California",6,97,153501,4569,3598,236,737,1426,776,291,35,97
6097153502,"Census Tract 1535.02, Sonoma County, California","Census Tract 1535.02, Sonoma County, California",6,97,153502,3562,2918,86,489,1013,748,457,60,65
6097153600,"Census Tract 1536, Sonoma County, California","Census Tract 1536, Sonoma County, California",6,97,153600,5081,3994,566,545,1190,1101,392,157,43
6097153703,"Census Tract 1537.03, Sonoma County, California","Census Tract 1537.03, Sonoma County, California",6,97,153703,3048,2511,184,606,1001,362,256,64,38
6097153704,"Census Tract 1537.04, Sonoma County, California","Census Tract 1537.04, Sonoma County, California",6,97,153704,3374,2431,228,278,1068,451,288,106,12
6097153705,"Census Tract 1537.05, Sonoma County, California","Census Tract 1537.05, Sonoma County, California",6,97,153705,3433,2821,197,580,1096,546,248,103,51
6097153706,"Census Tract 1537.06, Sonoma County, California","Census Tract 1537.06, Sonoma County, California",6,97,153706,4095,3226,259,677,1101,634,398,75,82
6097153801,"Census Tract 1538.01, Sonoma County, California","Census Tract 1538.01, Sonoma County, California",6,97,153801,10470,6576,963,1224,2143,1575,535,78,58
6097153804,"Census Tract 1538.04, Sonoma County, California","Census Tract 1538.04, Sonoma County, California",6,97,153804,3383,2200,179,530,806,535,98,45,7
6097153806,"Census Tract 1538.06, Sonoma County, California","Census Tract 1538.06, Sonoma County, California",6,97,153806,3465,2255,242,595,1011,279,73,44,11
6097153807,"Census Tract 1538.07, Sonoma County, California","Census Tract 1538.07, Sonoma County, California",6,97,153807,4040,2618,194,349,1002,702,181,143,47
6097153808,"Census Tract 1538.08, Sonoma County, California","Census Tract 1538.08, Sonoma County, California",6,97,153808,4016,2547,449,595,932,390,104,68,9
6097153809,"Census Tract 1538.09, Sonoma County, California","Census Tract 1538.09, Sonoma County, California",6,97,153809,4337,2914,408,783,1124,427,114,43,15
6097153901,"Census Tract 1539.01, Sonoma County, California","Census Tract 1539.01, Sonoma County, California",6,97,153901,5122,3508,522,496,1014,797,483,148,48
6097153902,"Census Tract 1539.02, Sonoma County, California","Census Tract 1539.02, Sonoma County, California",6,97,153902,3958,2435,530,582,724,394,103,85,17
6097153903,"Census Tract 1539.03, Sonoma County, California","Census Tract 1539.03, Sonoma County, California",6,97,153903,3992,2779,280,509,982,548,322,99,39
6097154000,"Census Tract 1540, Sonoma County, California","Census Tract 1540, Sonoma County, California",6,97,154000,2770,2077,276,291,574,548,179,158,51
6097154100,"Census Tract 1541, Sonoma County, California","Census Tract 1541, Sonoma County, California",6,97,154100,4014,2936,605,525,887,527,257,102,33
6097154201,"Census Tract 1542.01, Sonoma County, California","Census Tract 1542.01, Sonoma County, California",6,97,154201,3756,2468,775,675,705,233,41,8,31
6097154202,"Census Tract 1542.02, Sonoma County, California","Census Tract 1542.02, Sonoma County, California",6,97,154202,6211,4554,574,1079,1774,676,292,72,87
6097154302,"Census Tract 1543.02, Sonoma County, California","Census Tract 1543.02, Sonoma County, California",6,97,154302,3430,2715,150,420,766,763,352,102,162
6097154303,"Census Tract 1543.03, Sonoma County, California","Census Tract 1543.03, Sonoma County, California",6,97,154303,1199,1111,12,111,268,281,308,71,60
6097154304,"Census Tract 1543.04, Sonoma County, California","Census Tract 1543.04, Sonoma County, California",6,97,154304,1994,1678,127,328,656,341,133,60,33
6097990100,"Census Tract 9901, Sonoma County, California","Census Tract 9901, Sonoma County, California",6,97,990100,0,0,0,0,0,0,0,0,0
6099000101,"Census Tract 1.01, Stanislaus County, California","Census Tract 1.01, Stanislaus County, California",6,99,101,5145,3644,469,1046,1311,580,110,128,0
6099000102,"Census Tract 1.02, Stanislaus County, California","Census Tract 1.02, Stanislaus County, California",6,99,102,3947,2578,282,697,960,353,153,99,34
6099000201,"Census Tract 2.01, Stanislaus County, California","Census Tract 2.01, Stanislaus County, California",6,99,201,5614,3786,376,1144,1542,333,288,78,25
6099000202,"Census Tract 2.02, Stanislaus County, California","Census Tract 2.02, Stanislaus County, California",6,99,202,6969,4085,667,1460,1312,402,201,43,0
6099000203,"Census Tract 2.03, Stanislaus County, California","Census Tract 2.03, Stanislaus County, California",6,99,203,8784,5440,953,1541,2371,456,49,70,0
6099000301,"Census Tract 3.01, Stanislaus County, California","Census Tract 3.01, Stanislaus County, California",6,99,301,1940,1102,393,310,330,59,10,0,0
6099000302,"Census Tract 3.02, Stanislaus County, California","Census Tract 3.02, Stanislaus County, California",6,99,302,2659,1691,520,598,366,151,27,26,3
6099000303,"Census Tract 3.03, Stanislaus County, California","Census Tract 3.03, Stanislaus County, California",6,99,303,5743,3522,644,1126,1321,337,60,28,6
6099000304,"Census Tract 3.04, Stanislaus County, California","Census Tract 3.04, Stanislaus County, California",6,99,304,5074,2692,948,725,779,200,29,0,11
6099000402,"Census Tract 4.02, Stanislaus County, California","Census Tract 4.02, Stanislaus County, California",6,99,402,10549,6601,1004,1804,2285,1093,263,152,0
6099000403,"Census Tract 4.03, Stanislaus County, California","Census Tract 4.03, Stanislaus County, California",6,99,403,4296,2785,276,688,1052,504,237,13,15
6099000404,"Census Tract 4.04, Stanislaus County, California","Census Tract 4.04, Stanislaus County, California",6,99,404,5286,3640,337,1293,1281,418,224,73,14
6099000501,"Census Tract 5.01, Stanislaus County, California","Census Tract 5.01, Stanislaus County, California",6,99,501,7417,4621,452,1351,1490,932,217,163,16
6099000503,"Census Tract 5.03, Stanislaus County, California","Census Tract 5.03, Stanislaus County, California",6,99,503,5148,3188,354,774,1234,566,170,60,30
6099000504,"Census Tract 5.04, Stanislaus County, California","Census Tract 5.04, Stanislaus County, California",6,99,504,9010,6140,481,1745,2291,796,492,292,43
6099000505,"Census Tract 5.05, Stanislaus County, California","Census Tract 5.05, Stanislaus County, California",6,99,505,5424,3348,804,772,1279,375,87,22,9
6099000506,"Census Tract 5.06, Stanislaus County, California","Census Tract 5.06, Stanislaus County, California",6,99,506,4384,2854,510,863,989,328,122,42,0
6099000510,"Census Tract 5.10, Stanislaus County, California","Census Tract 5.10, Stanislaus County, California",6,99,510,8942,5268,1175,1988,1389,542,102,45,27
6099000601,"Census Tract 6.01, Stanislaus County, California","Census Tract 6.01, Stanislaus County, California",6,99,601,4814,3020,601,825,1068,361,90,69,6
6099000602,"Census Tract 6.02, Stanislaus County, California","Census Tract 6.02, Stanislaus County, California",6,99,602,3090,1956,364,613,681,228,55,0,15
6099000801,"Census Tract 8.01, Stanislaus County, California","Census Tract 8.01, Stanislaus County, California",6,99,801,6090,4434,550,1319,1661,450,288,145,21
6099000803,"Census Tract 8.03, Stanislaus County, California","Census Tract 8.03, Stanislaus County, California",6,99,803,3887,2565,749,974,640,182,8,12,0
6099000805,"Census Tract 8.05, Stanislaus County, California","Census Tract 8.05, Stanislaus County, California",6,99,805,5986,4067,782,1159,1702,360,39,25,0
6099000806,"Census Tract 8.06, Stanislaus County, California","Census Tract 8.06, Stanislaus County, California",6,99,806,4158,2836,338,1033,1044,259,75,65,22
6099000807,"Census Tract 8.07, Stanislaus County, California","Census Tract 8.07, Stanislaus County, California",6,99,807,3586,2435,439,880,732,230,127,0,27
6099000905,"Census Tract 9.05, Stanislaus County, California","Census Tract 9.05, Stanislaus County, California",6,99,905,5901,3948,642,914,1137,758,326,127,44
6099000906,"Census Tract 9.06, Stanislaus County, California","Census Tract 9.06, Stanislaus County, California",6,99,906,5958,3907,407,1218,1250,685,249,77,21
6099000907,"Census Tract 9.07, Stanislaus County, California","Census Tract 9.07, Stanislaus County, California",6,99,907,2873,2157,94,505,859,418,176,96,9
6099000908,"Census Tract 9.08, Stanislaus County, California","Census Tract 9.08, Stanislaus County, California",6,99,908,5259,3115,442,845,1355,373,50,41,9
6099000909,"Census Tract 9.09, Stanislaus County, California","Census Tract 9.09, Stanislaus County, California",6,99,909,4704,2816,546,758,1113,243,120,24,12
6099000910,"Census Tract 9.10, Stanislaus County, California","Census Tract 9.10, Stanislaus County, California",6,99,910,6660,4205,794,1453,1385,344,211,18,0
6099000911,"Census Tract 9.11, Stanislaus County, California","Census Tract 9.11, Stanislaus County, California",6,99,911,4932,3107,332,781,1342,481,148,23,0
6099000912,"Census Tract 9.12, Stanislaus County, California","Census Tract 9.12, Stanislaus County, California",6,99,912,17572,10333,1042,2439,3833,1955,611,204,249
6099001001,"Census Tract 10.01, Stanislaus County, California","Census Tract 10.01, Stanislaus County, California",6,99,1001,5845,4048,389,1131,1695,566,208,39,20
6099001002,"Census Tract 10.02, Stanislaus County, California","Census Tract 10.02, Stanislaus County, California",6,99,1002,2868,2131,335,647,805,283,34,27,0
6099001100,"Census Tract 11, Stanislaus County, California","Census Tract 11, Stanislaus County, California",6,99,1100,4145,2816,563,946,978,217,99,13,0
6099001200,"Census Tract 12, Stanislaus County, California","Census Tract 12, Stanislaus County, California",6,99,1200,3743,2403,253,493,1066,363,158,70,0
6099001300,"Census Tract 13, Stanislaus County, California","Census Tract 13, Stanislaus County, California",6,99,1300,5503,3763,310,851,1446,757,247,110,42
6099001400,"Census Tract 14, Stanislaus County, California","Census Tract 14, Stanislaus County, California",6,99,1400,6989,4429,1259,1282,1410,392,71,15,0
6099001500,"Census Tract 15, Stanislaus County, California","Census Tract 15, Stanislaus County, California",6,99,1500,6616,4043,1081,1091,1414,338,103,14,2
6099001601,"Census Tract 16.01, Stanislaus County, California","Census Tract 16.01, Stanislaus County, California",6,99,1601,5297,2893,1108,921,719,107,29,0,9
6099001603,"Census Tract 16.03, Stanislaus County, California","Census Tract 16.03, Stanislaus County, California",6,99,1603,6235,3548,1812,788,701,174,73,0,0
6099001604,"Census Tract 16.04, Stanislaus County, California","Census Tract 16.04, Stanislaus County, California",6,99,1604,3990,1872,1240,443,148,23,18,0,0
6099001700,"Census Tract 17, Stanislaus County, California","Census Tract 17, Stanislaus County, California",6,99,1700,2710,1449,776,380,231,62,0,0,0
6099001800,"Census Tract 18, Stanislaus County, California","Census Tract 18, Stanislaus County, California",6,99,1800,1971,1475,362,344,585,136,34,14,0
6099001900,"Census Tract 19, Stanislaus County, California","Census Tract 19, Stanislaus County, California",6,99,1900,5441,3333,495,1078,822,551,223,147,17
6099002002,"Census Tract 20.02, Stanislaus County, California","Census Tract 20.02, Stanislaus County, California",6,99,2002,4576,2686,851,715,923,165,0,32,0
6099002004,"Census Tract 20.04, Stanislaus County, California","Census Tract 20.04, Stanislaus County, California",6,99,2004,6361,3565,642,1473,1104,247,76,23,0
6099002005,"Census Tract 20.05, Stanislaus County, California","Census Tract 20.05, Stanislaus County, California",6,99,2005,3304,2054,674,603,593,84,85,15,0
6099002006,"Census Tract 20.06, Stanislaus County, California","Census Tract 20.06, Stanislaus County, California",6,99,2006,3762,2272,470,476,892,345,66,23,0
6099002100,"Census Tract 21, Stanislaus County, California","Census Tract 21, Stanislaus County, California",6,99,2100,3709,2122,1356,477,243,32,14,0,0
6099002200,"Census Tract 22, Stanislaus County, California","Census Tract 22, Stanislaus County, California",6,99,2200,5945,3081,1343,970,696,61,11,0,0
6099002301,"Census Tract 23.01, Stanislaus County, California","Census Tract 23.01, Stanislaus County, California",6,99,2301,7818,3987,1847,1051,911,117,61,0,0
6099002302,"Census Tract 23.02, Stanislaus County, California","Census Tract 23.02, Stanislaus County, California",6,99,2302,3649,2095,1250,422,373,43,0,7,0
6099002401,"Census Tract 24.01, Stanislaus County, California","Census Tract 24.01, Stanislaus County, California",6,99,2401,3541,1771,797,508,390,60,16,0,0
6099002402,"Census Tract 24.02, Stanislaus County, California","Census Tract 24.02, Stanislaus County, California",6,99,2402,5390,2843,2049,521,257,16,0,0,0
6099002501,"Census Tract 25.01, Stanislaus County, California","Census Tract 25.01, Stanislaus County, California",6,99,2501,7051,4084,1655,1171,1050,185,23,0,0
6099002503,"Census Tract 25.03, Stanislaus County, California","Census Tract 25.03, Stanislaus County, California",6,99,2503,3716,2206,826,848,404,121,0,7,0
6099002504,"Census Tract 25.04, Stanislaus County, California","Census Tract 25.04, Stanislaus County, California",6,99,2504,4440,2624,833,898,629,176,88,0,0
6099002602,"Census Tract 26.02, Stanislaus County, California","Census Tract 26.02, Stanislaus County, California",6,99,2602,4530,2624,1090,693,737,104,0,0,0
6099002603,"Census Tract 26.03, Stanislaus County, California","Census Tract 26.03, Stanislaus County, California",6,99,2603,2787,1934,441,600,606,249,30,0,8
6099002604,"Census Tract 26.04, Stanislaus County, California","Census Tract 26.04, Stanislaus County, California",6,99,2604,4074,2271,944,484,632,124,38,49,0
6099002605,"Census Tract 26.05, Stanislaus County, California","Census Tract 26.05, Stanislaus County, California",6,99,2605,3775,2343,808,767,560,121,71,16,0
6099002701,"Census Tract 27.01, Stanislaus County, California","Census Tract 27.01, Stanislaus County, California",6,99,2701,3507,2475,603,726,705,305,101,16,19
6099002702,"Census Tract 27.02, Stanislaus County, California","Census Tract 27.02, Stanislaus County, California",6,99,2702,7728,4391,1662,1150,1061,403,86,20,9
6099002801,"Census Tract 28.01, Stanislaus County, California","Census Tract 28.01, Stanislaus County, California",6,99,2801,5548,3404,1010,946,1128,235,60,8,17
6099002802,"Census Tract 28.02, Stanislaus County, California","Census Tract 28.02, Stanislaus County, California",6,99,2802,6211,3673,1091,1032,1101,194,215,40,0
6099002803,"Census Tract 28.03, Stanislaus County, California","Census Tract 28.03, Stanislaus County, California",6,99,2803,2968,1927,200,536,806,171,125,57,32
6099002901,"Census Tract 29.01, Stanislaus County, California","Census Tract 29.01, Stanislaus County, California",6,99,2901,4408,2952,554,819,889,422,175,83,10
6099002902,"Census Tract 29.02, Stanislaus County, California","Census Tract 29.02, Stanislaus County, California",6,99,2902,7264,4237,1041,1166,1371,427,179,42,11
6099003001,"Census Tract 30.01, Stanislaus County, California","Census Tract 30.01, Stanislaus County, California",6,99,3001,10498,6068,1663,1448,2139,712,39,45,22
6099003002,"Census Tract 30.02, Stanislaus County, California","Census Tract 30.02, Stanislaus County, California",6,99,3002,7724,4269,1546,1578,874,203,54,14,0
6099003100,"Census Tract 31, Stanislaus County, California","Census Tract 31, Stanislaus County, California",6,99,3100,4208,2487,822,665,797,139,29,35,0
6099003201,"Census Tract 32.01, Stanislaus County, California","Census Tract 32.01, Stanislaus County, California",6,99,3201,5058,2826,1209,662,733,186,15,10,11
6099003202,"Census Tract 32.02, Stanislaus County, California","Census Tract 32.02, Stanislaus County, California",6,99,3202,16110,9227,2577,2580,2861,884,173,110,42
6099003300,"Census Tract 33, Stanislaus County, California","Census Tract 33, Stanislaus County, California",6,99,3300,6413,4034,1274,1101,1091,398,128,42,0
6099003400,"Census Tract 34, Stanislaus County, California","Census Tract 34, Stanislaus County, California",6,99,3400,1254,856,358,218,213,67,0,0,0
6099003500,"Census Tract 35, Stanislaus County, California","Census Tract 35, Stanislaus County, California",6,99,3500,10480,5831,1585,1783,1786,550,113,14,0
6099003603,"Census Tract 36.03, Stanislaus County, California","Census Tract 36.03, Stanislaus County, California",6,99,3603,4484,2816,814,923,812,159,80,11,17
6099003604,"Census Tract 36.04, Stanislaus County, California","Census Tract 36.04, Stanislaus County, California",6,99,3604,8961,5641,867,1221,1910,1153,211,205,74
6099003605,"Census Tract 36.05, Stanislaus County, California","Census Tract 36.05, Stanislaus County, California",6,99,3605,8422,5151,647,1321,1638,1141,301,27,76
6099003606,"Census Tract 36.06, Stanislaus County, California","Census Tract 36.06, Stanislaus County, California",6,99,3606,11437,6882,838,1701,2221,1410,292,294,126
6099003700,"Census Tract 37, Stanislaus County, California","Census Tract 37, Stanislaus County, California",6,99,3700,4696,2772,795,881,851,157,36,52,0
6099003802,"Census Tract 38.02, Stanislaus County, California","Census Tract 38.02, Stanislaus County, California",6,99,3802,5892,3169,1493,982,504,142,20,19,9
6099003803,"Census Tract 38.03, Stanislaus County, California","Census Tract 38.03, Stanislaus County, California",6,99,3803,2430,1502,658,433,325,82,0,4,0
6099003804,"Census Tract 38.04, Stanislaus County, California","Census Tract 38.04, Stanislaus County, California",6,99,3804,6565,3851,951,1439,852,407,187,0,15
6099003805,"Census Tract 38.05, Stanislaus County, California","Census Tract 38.05, Stanislaus County, California",6,99,3805,2681,1560,319,426,446,271,65,17,16
6099003904,"Census Tract 39.04, Stanislaus County, California","Census Tract 39.04, Stanislaus County, California",6,99,3904,4386,2810,708,848,922,230,85,17,0
6099003905,"Census Tract 39.05, Stanislaus County, California","Census Tract 39.05, Stanislaus County, California",6,99,3905,3677,2564,156,451,1002,589,256,51,59
6099003906,"Census Tract 39.06, Stanislaus County, California","Census Tract 39.06, Stanislaus County, California",6,99,3906,4578,2835,762,650,1032,298,93,0,0
6099003907,"Census Tract 39.07, Stanislaus County, California","Census Tract 39.07, Stanislaus County, California",6,99,3907,7354,5117,626,1274,1629,973,420,169,26
6099003908,"Census Tract 39.08, Stanislaus County, California","Census Tract 39.08, Stanislaus County, California",6,99,3908,2458,1441,443,481,370,142,5,0,0
6099003909,"Census Tract 39.09, Stanislaus County, California","Census Tract 39.09, Stanislaus County, California",6,99,3909,5518,3825,565,1216,1280,385,327,16,36
6099004000,"Census Tract 40, Stanislaus County, California","Census Tract 40, Stanislaus County, California",6,99,4000,3821,2470,484,672,868,343,69,25,9
6101050101,"Census Tract 501.01, Sutter County, California","Census Tract 501.01, Sutter County, California",6,101,50101,6910,3884,723,961,1699,417,53,18,13
6101050102,"Census Tract 501.02, Sutter County, California","Census Tract 501.02, Sutter County, California",6,101,50102,4620,3060,797,923,1097,140,57,46,0
6101050201,"Census Tract 502.01, Sutter County, California","Census Tract 502.01, Sutter County, California",6,101,50201,3251,1837,590,456,589,144,42,16,0
6101050202,"Census Tract 502.02, Sutter County, California","Census Tract 502.02, Sutter County, California",6,101,50202,3968,2205,864,517,680,111,11,12,10
6101050301,"Census Tract 503.01, Sutter County, California","Census Tract 503.01, Sutter County, California",6,101,50301,2424,1614,69,389,777,219,118,37,5
6101050302,"Census Tract 503.02, Sutter County, California","Census Tract 503.02, Sutter County, California",6,101,50302,6249,3420,1428,752,890,259,66,25,0
6101050401,"Census Tract 504.01, Sutter County, California","Census Tract 504.01, Sutter County, California",6,101,50401,5166,3326,841,632,1233,442,73,79,26
6101050402,"Census Tract 504.02, Sutter County, California","Census Tract 504.02, Sutter County, California",6,101,50402,4034,2518,219,533,1002,458,210,82,14
6101050403,"Census Tract 504.03, Sutter County, California","Census Tract 504.03, Sutter County, California",6,101,50403,3455,1890,222,342,972,283,71,0,0
6101050501,"Census Tract 505.01, Sutter County, California","Census Tract 505.01, Sutter County, California",6,101,50501,6340,3779,932,987,1086,531,199,31,13
6101050503,"Census Tract 505.03, Sutter County, California","Census Tract 505.03, Sutter County, California",6,101,50503,6828,4437,865,1357,1373,662,92,88,0
6101050504,"Census Tract 505.04, Sutter County, California","Census Tract 505.04, Sutter County, California",6,101,50504,6716,4325,1028,939,1224,888,157,46,43
6101050601,"Census Tract 506.01, Sutter County, California","Census Tract 506.01, Sutter County, California",6,101,50601,5940,4145,438,927,1697,672,296,100,15
6101050603,"Census Tract 506.03, Sutter County, California","Census Tract 506.03, Sutter County, California",6,101,50603,4546,3258,248,578,1499,649,162,95,27
6101050604,"Census Tract 506.04, Sutter County, California","Census Tract 506.04, Sutter County, California",6,101,50604,4269,3110,477,609,1241,605,158,9,11
6101050701,"Census Tract 507.01, Sutter County, California","Census Tract 507.01, Sutter County, California",6,101,50701,4286,2719,909,626,837,314,30,3,0
6101050702,"Census Tract 507.02, Sutter County, California","Census Tract 507.02, Sutter County, California",6,101,50702,6185,3774,1264,901,1109,342,89,66,3
6101050800,"Census Tract 508, Sutter County, California","Census Tract 508, Sutter County, California",6,101,50800,3293,2146,128,643,960,311,49,34,21
6101050900,"Census Tract 509, Sutter County, California","Census Tract 509, Sutter County, California",6,101,50900,1708,1167,303,404,326,85,20,24,5
6101051000,"Census Tract 510, Sutter County, California","Census Tract 510, Sutter County, California",6,101,51000,2186,1417,264,388,437,259,37,28,4
6101051100,"Census Tract 511, Sutter County, California","Census Tract 511, Sutter County, California",6,101,51100,2413,1720,362,407,605,182,80,51,33
6103000100,"Census Tract 1, Tehama County, California","Census Tract 1, Tehama County, California",6,103,100,4137,3234,460,787,1309,443,148,57,30
6103000200,"Census Tract 2, Tehama County, California","Census Tract 2, Tehama County, California",6,103,200,7709,5535,972,1341,2334,547,194,131,16
6103000300,"Census Tract 3, Tehama County, California","Census Tract 3, Tehama County, California",6,103,300,5043,3651,851,957,1371,320,122,11,19
6103000400,"Census Tract 4, Tehama County, California","Census Tract 4, Tehama County, California",6,103,400,5623,4215,317,1425,1706,482,214,53,18
6103000500,"Census Tract 5, Tehama County, California","Census Tract 5, Tehama County, California",6,103,500,5261,3295,593,766,1542,230,62,70,32
6103000600,"Census Tract 6, Tehama County, California","Census Tract 6, Tehama County, California",6,103,600,4818,3277,444,994,1314,426,52,26,21
6103000700,"Census Tract 7, Tehama County, California","Census Tract 7, Tehama County, California",6,103,700,8507,4939,962,1771,1857,220,118,11,0
6103000800,"Census Tract 8, Tehama County, California","Census Tract 8, Tehama County, California",6,103,800,4069,2821,650,903,962,207,58,16,25
6103000900,"Census Tract 9, Tehama County, California","Census Tract 9, Tehama County, California",6,103,900,3622,2586,728,552,1003,180,68,37,18
6103001000,"Census Tract 10, Tehama County, California","Census Tract 10, Tehama County, California",6,103,1000,6566,4195,1142,1099,1484,276,132,50,12
6103001100,"Census Tract 11, Tehama County, California","Census Tract 11, Tehama County, California",6,103,1100,7886,4416,847,1686,1362,403,90,25,3
6105000101,"Census Tract 1.01, Trinity County, California","Census Tract 1.01, Trinity County, California",6,105,101,2983,2182,162,542,1052,332,87,3,4
6105000102,"Census Tract 1.02, Trinity County, California","Census Tract 1.02, Trinity County, California",6,105,102,4251,3214,274,864,1384,509,142,7,34
6105000200,"Census Tract 2, Trinity County, California","Census Tract 2, Trinity County, California",6,105,200,2436,1899,194,494,826,305,56,22,2
6105000300,"Census Tract 3, Trinity County, California","Census Tract 3, Trinity County, California",6,105,300,3283,2534,253,856,873,444,45,45,18
6105000400,"Census Tract 4, Trinity County, California","Census Tract 4, Trinity County, California",6,105,400,685,590,28,213,183,117,44,0,5
6107000100,"Census Tract 1, Tulare County, California","Census Tract 1, Tulare County, California",6,107,100,5002,3611,387,734,1418,640,316,68,48
6107000201,"Census Tract 2.01, Tulare County, California","Census Tract 2.01, Tulare County, California",6,107,201,9616,4612,3035,841,645,82,9,0,0
6107000202,"Census Tract 2.02, Tulare County, California","Census Tract 2.02, Tulare County, California",6,107,202,2814,1534,664,302,400,136,7,11,14
6107000301,"Census Tract 3.01, Tulare County, California","Census Tract 3.01, Tulare County, California",6,107,301,6381,4078,1391,819,1153,492,135,74,14
6107000302,"Census Tract 3.02, Tulare County, California","Census Tract 3.02, Tulare County, California",6,107,302,3613,1827,1145,387,197,81,17,0,0
6107000401,"Census Tract 4.01, Tulare County, California","Census Tract 4.01, Tulare County, California",6,107,401,5756,3256,1323,772,982,149,22,8,0
6107000402,"Census Tract 4.02, Tulare County, California","Census Tract 4.02, Tulare County, California",6,107,402,7295,4143,1206,1254,1162,395,76,29,21
6107000501,"Census Tract 5.01, Tulare County, California","Census Tract 5.01, Tulare County, California",6,107,501,6566,3705,2204,734,675,55,3,34,0
6107000502,"Census Tract 5.02, Tulare County, California","Census Tract 5.02, Tulare County, California",6,107,502,3845,2037,907,408,591,90,25,9,7
6107000600,"Census Tract 6, Tulare County, California","Census Tract 6, Tulare County, California",6,107,600,6403,3063,1826,468,608,143,18,0,0
6107000701,"Census Tract 7.01, Tulare County, California","Census Tract 7.01, Tulare County, California",6,107,701,2327,1423,451,318,497,104,42,11,0
6107000702,"Census Tract 7.02, Tulare County, California","Census Tract 7.02, Tulare County, California",6,107,702,6033,3027,1394,636,761,195,33,0,8
6107000800,"Census Tract 8, Tulare County, California","Census Tract 8, Tulare County, California",6,107,800,6960,4155,1772,959,1001,387,24,8,4
6107000900,"Census Tract 9, Tulare County, California","Census Tract 9, Tulare County, California",6,107,900,8692,4905,2104,1275,1222,238,49,17,0
6107001003,"Census Tract 10.03, Tulare County, California","Census Tract 10.03, Tulare County, California",6,107,1003,20017,12056,1674,2006,3898,2107,1335,859,177
6107001004,"Census Tract 10.04, Tulare County, California","Census Tract 10.04, Tulare County, California",6,107,1004,8557,4373,2311,795,1126,102,39,0,0
6107001005,"Census Tract 10.05, Tulare County, California","Census Tract 10.05, Tulare County, California",6,107,1005,2584,1785,194,244,624,484,161,30,48
6107001006,"Census Tract 10.06, Tulare County, California","Census Tract 10.06, Tulare County, California",6,107,1006,5583,3674,367,959,1125,809,158,151,105
6107001100,"Census Tract 11, Tulare County, California","Census Tract 11, Tulare County, California",6,107,1100,7175,3726,1815,1063,674,130,15,29,0
6107001200,"Census Tract 12, Tulare County, California","Census Tract 12, Tulare County, California",6,107,1200,1165,843,143,318,290,68,14,10,0
6107001301,"Census Tract 13.01, Tulare County, California","Census Tract 13.01, Tulare County, California",6,107,1301,7836,4752,801,1146,1933,397,356,62,57
6107001302,"Census Tract 13.02, Tulare County, California","Census Tract 13.02, Tulare County, California",6,107,1302,7893,4499,934,1048,1842,538,83,44,10
6107001400,"Census Tract 14, Tulare County, California","Census Tract 14, Tulare County, California",6,107,1400,5842,3686,1070,788,1249,418,77,53,31
6107001501,"Census Tract 15.01, Tulare County, California","Census Tract 15.01, Tulare County, California",6,107,1501,5054,2858,636,742,906,375,157,30,12
6107001502,"Census Tract 15.02, Tulare County, California","Census Tract 15.02, Tulare County, California",6,107,1502,6518,3451,768,875,1470,310,15,13,0
6107001601,"Census Tract 16.01, Tulare County, California","Census Tract 16.01, Tulare County, California",6,107,1601,5648,2927,1491,745,546,68,77,0,0
6107001602,"Census Tract 16.02, Tulare County, California","Census Tract 16.02, Tulare County, California",6,107,1602,5176,2983,1325,713,809,111,7,12,6
6107001701,"Census Tract 17.01, Tulare County, California","Census Tract 17.01, Tulare County, California",6,107,1701,6252,3680,1018,893,1523,208,24,14,0
6107001703,"Census Tract 17.03, Tulare County, California","Census Tract 17.03, Tulare County, California",6,107,1703,6820,4367,477,956,2105,445,279,97,8
6107001704,"Census Tract 17.04, Tulare County, California","Census Tract 17.04, Tulare County, California",6,107,1704,6432,3582,386,814,1529,584,194,29,46
